Admit,Reject,Department,GRE,Quants,Verbal,TOEFL,IELTS,GPA,Work_Ex
NA,Rochester Institute of Technology,Management Of Technology,310,156,154,95,0,2.1,3
Rochester Institute of Technology,NA,Management Of Technology,330,170,160,0,8.5,3.5,2
NA,Rochester Institute of Technology,Mechanical Engineering,312,158,154,0,6.5,1.7,23
Rochester Institute of Technology,NA,Mechanical Engineering,337,170,167,0,7.5,3.4,21
NA,San Diego State University,Computer Science,307,158,149,0,6.5,2.2,23
San Diego State University,NA,Computer Science,337,170,167,116,0,3.4,9
NA,San Diego State University,Computer Engineering,264,137,127,0,7.5,1.9,4
San Diego State University,NA,Computer Engineering,330,168,162,107,0,3.8,22
NA,San Diego State University,Electrical Engineering,299,156,143,95,0,3,24
San Diego State University,NA,Electrical Engineering,326,165,161,103,0,3.5,22
NA,San Diego State University,Management Of Technology,298,150,148,92,0,2.3,13
San Diego State University,NA,Management Of Technology,322,162,160,0,6.5,3.3,20
NA,San Diego State University,Mechanical Engineering,301,154,147,0,7.5,2.2,5
San Diego State University,NA,Mechanical Engineering,340,170,170,108,0,3.2,6
NA,"California State University, Fullerton",Computer Science,314,163,151,87,0,2.4,10
"California State University, Fullerton",NA,Computer Science,332,170,162,101,0,3.2,17
NA,"California State University, Fullerton",Computer Engineering,290,150,140,96,0,3.5,15
"California State University, Fullerton",NA,Computer Engineering,333,170,163,107,0,3.2,2
NA,"California State University, Fullerton",Electrical Engineering,277,144,133,101,0,3.2,5
"California State University, Fullerton",NA,Electrical Engineering,338,170,168,0,9.5,3.3,7
NA,"California State University, Fullerton",Management Of Technology,282,143,139,0,6.5,2.1,4
"California State University, Fullerton",NA,Management Of Technology,334,170,164,103,0,3.9,3
NA,"California State University, Fullerton",Mechanical Engineering,269,139,130,0,5.5,3.3,18
"California State University, Fullerton",NA,Mechanical Engineering,330,171,159,115,0,3.9,14
NA,The University of Texas at Dallas,Computer Science,297,151,146,102,0,2.8,11
The University of Texas at Dallas,NA,Computer Science,330,170,160,0,9.5,3.9,24
NA,The University of Texas at Dallas,Computer Engineering,311,162,149,101,0,1.7,7
The University of Texas at Dallas,NA,Computer Engineering,335,170,165,0,8.5,3.2,15
NA,The University of Texas at Dallas,Electrical Engineering,261,134,127,0,5.5,1.8,16
The University of Texas at Dallas,NA,Electrical Engineering,333,170,163,0,6.5,3.8,6
NA,The University of Texas at Dallas,Management Of Technology,320,165,155,100,0,3.5,18
The University of Texas at Dallas,NA,Management Of Technology,340,170,170,108,0,3.1,12
NA,The University of Texas at Dallas,Mechanical Engineering,277,141,136,97,0,1.8,7
The University of Texas at Dallas,NA,Mechanical Engineering,323,168,155,0,8.5,3.2,12
NA,West Virginia University,Computer Science,281,146,135,0,7.5,2.7,11
West Virginia University,NA,Computer Science,333,170,163,0,8.5,3.2,24
NA,West Virginia University,Computer Engineering,313,158,155,0,7.5,2.1,12
West Virginia University,NA,Computer Engineering,321,163,158,0,6.5,3.7,18
NA,West Virginia University,Electrical Engineering,312,162,150,0,6.5,2.4,19
West Virginia University,NA,Electrical Engineering,337,174,163,0,6.5,3.8,18
NA,West Virginia University,Management Of Technology,262,137,125,99,0,1.7,13
West Virginia University,NA,Management Of Technology,337,170,167,101,0,3.2,11
NA,West Virginia University,Mechanical Engineering,283,147,136,99,0,3,8
West Virginia University,NA,Mechanical Engineering,337,170,167,0,9.5,3.8,5
NA,"University of Maryland, Baltimore County",Computer Science,275,143,132,88,0,2.1,21
"University of Maryland, Baltimore County",NA,Computer Science,325,169,156,102,0,3.2,5
NA,"University of Maryland, Baltimore County",Computer Engineering,306,157,149,92,0,2.1,19
"University of Maryland, Baltimore County",NA,Computer Engineering,326,165,161,0,7.5,3.8,23
NA,"University of Maryland, Baltimore County",Electrical Engineering,288,149,139,96,0,3,21
"University of Maryland, Baltimore County",NA,Electrical Engineering,333,169,164,0,7.5,3.5,21
NA,"University of Maryland, Baltimore County",Management Of Technology,302,153,149,0,5.5,2.4,24
"University of Maryland, Baltimore County",NA,Management Of Technology,329,170,159,0,6.5,3.2,24
NA,"University of Maryland, Baltimore County",Mechanical Engineering,287,149,138,0,7.5,2.3,14
"University of Maryland, Baltimore County",NA,Mechanical Engineering,321,166,155,107,0,4,23
NA,Indiana University - Purdue University Indianapolis,Computer Science,269,139,130,83,0,3.2,3
Indiana University - Purdue University Indianapolis,NA,Computer Science,323,163,160,0,9.5,3.9,16
NA,Indiana University - Purdue University Indianapolis,Computer Engineering,286,144,142,0,7.5,2,10
Indiana University - Purdue University Indianapolis,NA,Computer Engineering,333,173,160,106,0,4,11
NA,Indiana University - Purdue University Indianapolis,Electrical Engineering,284,148,136,95,0,2.5,18
Indiana University - Purdue University Indianapolis,NA,Electrical Engineering,333,170,163,0,6.5,3.9,9
NA,Indiana University - Purdue University Indianapolis,Management Of Technology,277,143,134,101,0,3.5,1
Indiana University - Purdue University Indianapolis,NA,Management Of Technology,321,166,155,119,0,3.1,22
NA,Indiana University - Purdue University Indianapolis,Mechanical Engineering,272,140,132,0,5.5,3.4,13
Indiana University - Purdue University Indianapolis,NA,Mechanical Engineering,331,168,163,0,6.5,3.7,14
NA,University of Arkansas,Computer Science,310,156,154,0,6.5,2,11
University of Arkansas,NA,Computer Science,340,170,170,109,0,3.5,11
NA,University of Arkansas,Computer Engineering,312,161,151,87,0,1.6,19
University of Arkansas,NA,Computer Engineering,327,170,157,0,7.5,3.8,4
NA,University of Arkansas,Electrical Engineering,287,147,140,88,0,2,15
University of Arkansas,NA,Electrical Engineering,329,166,163,0,6.5,3.7,17
NA,University of Arkansas,Management Of Technology,265,137,128,0,5.5,3.4,3
University of Arkansas,NA,Management Of Technology,337,170,167,116,0,3.9,17
NA,University of Arkansas,Mechanical Engineering,305,159,146,0,5.5,2.1,18
University of Arkansas,NA,Mechanical Engineering,328,165,163,0,8.5,3.6,11
NA,Stony Brook University,Computer Science,278,141,137,0,6.5,1.9,8
Stony Brook University,NA,Computer Science,335,170,165,0,8.5,3.4,13
NA,Stony Brook University,Computer Engineering,303,153,150,0,5.5,2.9,24
Stony Brook University,NA,Computer Engineering,324,166,158,116,0,3.1,22
NA,Stony Brook University,Electrical Engineering,289,149,140,95,0,3.4,5
Stony Brook University,NA,Electrical Engineering,323,163,160,0,6.5,3.2,8
NA,Stony Brook University,Management Of Technology,276,142,134,101,0,2.1,22
Stony Brook University,NA,Management Of Technology,325,167,158,0,7.5,3.7,12
NA,Stony Brook University,Mechanical Engineering,271,141,130,0,5.5,3,23
Stony Brook University,NA,Mechanical Engineering,326,169,157,0,8.5,3.7,7
NA,"California State University, Long Beach",Computer Science,265,138,127,81,0,2.2,4
"California State University, Long Beach",NA,Computer Science,336,174,162,0,7.5,3.2,7
NA,"California State University, Long Beach",Computer Engineering,312,157,155,0,7.5,2.4,2
"California State University, Long Beach",NA,Computer Engineering,335,170,165,103,0,3.7,9
NA,"California State University, Long Beach",Electrical Engineering,271,141,130,0,5.5,2.6,13
"California State University, Long Beach",NA,Electrical Engineering,321,165,156,112,0,3.5,23
NA,"California State University, Long Beach",Management Of Technology,279,145,134,0,6.5,3.5,17
"California State University, Long Beach",NA,Management Of Technology,332,168,164,0,6.5,3.2,4
NA,"California State University, Long Beach",Mechanical Engineering,301,153,148,0,7.5,1.8,24
"California State University, Long Beach",NA,Mechanical Engineering,337,170,167,116,0,3.9,16
NA,Northeastern University,Computer Science,301,155,146,101,0,1.7,11
Northeastern University,NA,Computer Science,335,170,165,120,0,3.5,17
NA,Northeastern University,Computer Engineering,289,150,139,82,0,2,2
Northeastern University,NA,Computer Engineering,321,165,156,111,0,3.1,14
NA,Northeastern University,Electrical Engineering,275,139,136,90,0,3.1,5
Northeastern University,NA,Electrical Engineering,331,167,164,0,9.5,3.4,15
NA,Northeastern University,Management Of Technology,287,149,138,0,6.5,2.8,19
Northeastern University,NA,Management Of Technology,325,169,156,102,0,3.8,10
NA,Northeastern University,Mechanical Engineering,261,137,124,99,0,1.9,2
Northeastern University,NA,Mechanical Engineering,328,167,161,102,0,3.5,22
NA,New Jersey Institute of Technology,Computer Science,269,141,128,0,5.5,2.8,4
New Jersey Institute of Technology,NA,Computer Science,332,171,161,104,0,3.8,23
NA,New Jersey Institute of Technology,Computer Engineering,310,157,153,0,5.5,3,7
New Jersey Institute of Technology,NA,Computer Engineering,336,171,165,0,9.5,3.9,7
NA,New Jersey Institute of Technology,Electrical Engineering,305,157,148,85,0,2.8,7
New Jersey Institute of Technology,NA,Electrical Engineering,330,170,160,0,7.5,3.1,17
NA,New Jersey Institute of Technology,Management Of Technology,296,152,144,0,7.5,2.6,10
New Jersey Institute of Technology,NA,Management Of Technology,326,164,162,106,0,3.7,20
NA,New Jersey Institute of Technology,Mechanical Engineering,311,159,152,0,6.5,3,14
New Jersey Institute of Technology,NA,Mechanical Engineering,323,164,159,0,8.5,3.8,21
NA,University of North Carolina at Charlotte,Computer Science,296,151,145,0,7.5,2.7,16
University of North Carolina at Charlotte,NA,Computer Science,336,170,166,108,0,3.1,2
NA,University of North Carolina at Charlotte,Computer Engineering,306,156,150,81,0,2.4,13
University of North Carolina at Charlotte,NA,Computer Engineering,338,170,168,0,8.5,3.4,14
NA,University of North Carolina at Charlotte,Electrical Engineering,317,165,152,0,5.5,3.2,5
University of North Carolina at Charlotte,NA,Electrical Engineering,335,170,165,0,8.5,4,19
NA,University of North Carolina at Charlotte,Management Of Technology,310,156,154,0,5.5,2.2,1
University of North Carolina at Charlotte,NA,Management Of Technology,340,170,170,0,8.5,3.5,2
NA,University of North Carolina at Charlotte,Mechanical Engineering,261,135,126,0,7.5,1.7,20
University of North Carolina at Charlotte,NA,Mechanical Engineering,340,170,170,0,9.5,3.1,1
