Admit,Reject,Department,GRE,Quants,Verbal,TOEFL,IELTS,GPA,Work_Ex
Rochester Institute of Technology,NA,Management Of Technology,334,170,164,0,6.5,3.8,16
NA,Rochester Institute of Technology,Mechanical Engineering,312,160,152,89,0,2.1,8
Rochester Institute of Technology,NA,Mechanical Engineering,327,169,158,111,0,3.5,22
NA,San Diego State University,Computer Science,262,132,130,0,6.5,1.7,6
San Diego State University,NA,Computer Science,340,170,170,120,0,3.4,1
NA,San Diego State University,Computer Engineering,281,144,137,90,0,1.6,20
San Diego State University,NA,Computer Engineering,325,169,156,108,0,3.4,2
NA,San Diego State University,Electrical Engineering,279,142,137,98,0,3.1,1
San Diego State University,NA,Electrical Engineering,331,170,161,119,0,3.9,9
NA,San Diego State University,Management Of Technology,266,134,132,0,7.5,2.9,13
San Diego State University,NA,Management Of Technology,329,169,160,0,7.5,3.9,6
NA,San Diego State University,Mechanical Engineering,269,136,133,0,6.5,3.3,16
San Diego State University,NA,Mechanical Engineering,322,163,159,0,6.5,3.9,22
NA,"California State University, Fullerton",Computer Science,286,147,139,81,0,3.5,18
"California State University, Fullerton",NA,Computer Science,330,167,163,0,6.5,3.3,17
NA,"California State University, Fullerton",Computer Engineering,312,161,151,0,5.5,2.9,21
"California State University, Fullerton",NA,Computer Engineering,335,170,165,109,0,3.6,5
NA,"California State University, Fullerton",Electrical Engineering,288,145,143,82,0,3.1,14
"California State University, Fullerton",NA,Electrical Engineering,340,170,170,114,0,3.9,24
NA,"California State University, Fullerton",Management Of Technology,261,135,126,0,7.5,2.8,9
"California State University, Fullerton",NA,Management Of Technology,337,170,167,104,0,3.7,20
NA,"California State University, Fullerton",Mechanical Engineering,289,149,140,0,5.5,2.7,23
"California State University, Fullerton",NA,Mechanical Engineering,336,170,166,0,6.5,3.9,22
NA,The University of Texas at Dallas,Computer Science,300,151,149,0,5.5,3.1,23
The University of Texas at Dallas,NA,Computer Science,321,162,159,0,6.5,3.5,19
NA,The University of Texas at Dallas,Computer Engineering,320,164,156,88,0,2.1,17
The University of Texas at Dallas,NA,Computer Engineering,321,165,156,0,7.5,3.2,14
NA,The University of Texas at Dallas,Electrical Engineering,297,151,146,95,0,3.4,16
The University of Texas at Dallas,NA,Electrical Engineering,331,167,164,102,0,3.9,16
NA,The University of Texas at Dallas,Management Of Technology,300,155,145,0,6.5,2.7,14
The University of Texas at Dallas,NA,Management Of Technology,327,167,160,0,8.5,3.9,5
NA,The University of Texas at Dallas,Mechanical Engineering,281,146,135,0,7.5,2.1,21
The University of Texas at Dallas,NA,Mechanical Engineering,337,170,167,0,7.5,4,17
NA,West Virginia University,Computer Science,269,136,133,86,0,2.5,15
West Virginia University,NA,Computer Science,337,170,167,101,0,3.3,5
NA,West Virginia University,Computer Engineering,289,151,138,0,6.5,3.2,22
West Virginia University,NA,Computer Engineering,339,170,169,105,0,3.3,17
NA,West Virginia University,Electrical Engineering,286,149,137,92,0,1.7,15
West Virginia University,NA,Electrical Engineering,338,170,168,106,0,3.6,18
NA,West Virginia University,Management Of Technology,297,154,143,94,0,2,6
West Virginia University,NA,Management Of Technology,332,170,162,101,0,3.1,2
NA,West Virginia University,Mechanical Engineering,294,152,142,92,0,3.2,19
West Virginia University,NA,Mechanical Engineering,339,170,169,0,6.5,3.1,4
NA,"University of Maryland, Baltimore County",Computer Science,317,163,154,0,6.5,3.5,3
"University of Maryland, Baltimore County",NA,Computer Science,333,170,163,0,9.5,3.8,17
NA,"University of Maryland, Baltimore County",Computer Engineering,295,151,144,0,6.5,2.7,9
"University of Maryland, Baltimore County",NA,Computer Engineering,321,162,159,109,0,3.9,22
NA,"University of Maryland, Baltimore County",Electrical Engineering,310,156,154,0,5.5,2.6,5
"University of Maryland, Baltimore County",NA,Electrical Engineering,325,168,157,0,9.5,3.3,13
NA,"University of Maryland, Baltimore County",Management Of Technology,287,149,138,0,5.5,2.1,24
"University of Maryland, Baltimore County",NA,Management Of Technology,334,170,164,0,9.5,3.7,10
NA,"University of Maryland, Baltimore County",Mechanical Engineering,272,142,130,89,0,3.5,4
"University of Maryland, Baltimore County",NA,Mechanical Engineering,334,170,164,0,8.5,3.3,3
NA,Indiana University - Purdue University Indianapolis,Computer Science,317,163,154,0,6.5,3.2,6
Indiana University - Purdue University Indianapolis,NA,Computer Science,340,170,170,0,8.5,3.3,1
NA,Indiana University - Purdue University Indianapolis,Computer Engineering,275,143,132,0,5.5,1.9,17
Indiana University - Purdue University Indianapolis,NA,Computer Engineering,331,170,161,113,0,3.2,22
NA,Indiana University - Purdue University Indianapolis,Electrical Engineering,312,162,150,81,0,2.5,16
Indiana University - Purdue University Indianapolis,NA,Electrical Engineering,332,170,162,105,0,3.2,6
NA,Indiana University - Purdue University Indianapolis,Management Of Technology,300,154,146,0,5.5,2.2,22
Indiana University - Purdue University Indianapolis,NA,Management Of Technology,332,172,160,104,0,3.8,12
NA,Indiana University - Purdue University Indianapolis,Mechanical Engineering,299,156,143,0,6.5,2.1,18
Indiana University - Purdue University Indianapolis,NA,Mechanical Engineering,338,170,168,0,9.5,3.7,7
NA,University of Arkansas,Computer Science,317,163,154,0,5.5,2.3,7
University of Arkansas,NA,Computer Science,327,166,161,120,0,3.2,21
NA,University of Arkansas,Computer Engineering,264,135,129,86,0,3.4,16
University of Arkansas,NA,Computer Engineering,327,168,159,0,9.5,3.2,13
NA,University of Arkansas,Electrical Engineering,285,148,137,101,0,3.1,1
University of Arkansas,NA,Electrical Engineering,323,163,160,0,7.5,3.8,13
NA,University of Arkansas,Management Of Technology,272,138,134,0,7.5,3.4,7
University of Arkansas,NA,Management Of Technology,338,170,168,106,0,3.9,18
NA,University of Arkansas,Mechanical Engineering,313,160,153,0,5.5,1.8,21
University of Arkansas,NA,Mechanical Engineering,335,170,165,0,9.5,3.2,10
NA,Stony Brook University,Computer Science,278,140,138,95,0,3.3,21
Stony Brook University,NA,Computer Science,337,170,167,0,9.5,3.1,18
NA,Stony Brook University,Computer Engineering,266,138,128,0,7.5,2.8,18
Stony Brook University,NA,Computer Engineering,340,170,170,102,0,3.3,10
NA,Stony Brook University,Electrical Engineering,279,141,138,98,0,1.6,18
Stony Brook University,NA,Electrical Engineering,324,163,161,0,6.5,3.3,19
NA,Stony Brook University,Management Of Technology,310,156,154,81,0,1.9,17
Stony Brook University,NA,Management Of Technology,327,168,159,109,0,4,17
NA,Stony Brook University,Mechanical Engineering,263,138,125,97,0,2.4,2
Stony Brook University,NA,Mechanical Engineering,335,171,164,113,0,3.4,4
NA,"California State University, Long Beach",Computer Science,302,153,149,0,7.5,2.2,15
"California State University, Long Beach",NA,Computer Science,322,162,160,107,0,3.9,11
NA,"California State University, Long Beach",Computer Engineering,283,144,139,100,0,3.3,9
"California State University, Long Beach",NA,Computer Engineering,339,170,169,116,0,3.2,17
NA,"California State University, Long Beach",Electrical Engineering,265,137,128,100,0,2.4,6
"California State University, Long Beach",NA,Electrical Engineering,339,170,169,115,0,3.2,19
NA,"California State University, Long Beach",Management Of Technology,265,139,126,0,6.5,3.3,17
"California State University, Long Beach",NA,Management Of Technology,326,167,159,0,9.5,4,4
NA,"California State University, Long Beach",Mechanical Engineering,267,135,132,99,0,1.6,4
"California State University, Long Beach",NA,Mechanical Engineering,322,165,157,110,0,4,7
NA,Northeastern University,Computer Science,280,145,135,0,7.5,3.2,13
Northeastern University,NA,Computer Science,327,165,162,110,0,3.1,14
NA,Northeastern University,Computer Engineering,280,142,138,0,7.5,3,18
Northeastern University,NA,Computer Engineering,336,170,166,0,8.5,3.7,21
NA,Northeastern University,Electrical Engineering,270,138,132,0,5.5,2.5,5
Northeastern University,NA,Electrical Engineering,325,164,161,0,6.5,3.7,4
NA,Northeastern University,Management Of Technology,297,155,142,0,6.5,2.4,23
Northeastern University,NA,Management Of Technology,340,170,170,0,8.5,3.4,20
NA,Northeastern University,Mechanical Engineering,269,141,128,82,0,1.7,3
Northeastern University,NA,Mechanical Engineering,326,168,158,0,9.5,4,18
NA,New Jersey Institute of Technology,Computer Science,280,142,138,93,0,2.1,17
New Jersey Institute of Technology,NA,Computer Science,335,170,165,109,0,3.8,9
NA,New Jersey Institute of Technology,Computer Engineering,275,141,134,91,0,2.2,19
New Jersey Institute of Technology,NA,Computer Engineering,323,166,157,106,0,3.3,22
NA,New Jersey Institute of Technology,Electrical Engineering,300,152,148,0,5.5,2.8,16
New Jersey Institute of Technology,NA,Electrical Engineering,330,170,160,0,8.5,3.2,7
NA,New Jersey Institute of Technology,Management Of Technology,286,148,138,85,0,2.1,16
New Jersey Institute of Technology,NA,Management Of Technology,329,171,158,0,6.5,3.7,17
NA,New Jersey Institute of Technology,Mechanical Engineering,265,139,126,0,6.5,2.4,8
New Jersey Institute of Technology,NA,Mechanical Engineering,338,170,168,0,7.5,4,11
NA,University of North Carolina at Charlotte,Computer Science,289,151,138,0,6.5,3.5,2
University of North Carolina at Charlotte,NA,Computer Science,331,170,161,110,0,3.5,4
NA,University of North Carolina at Charlotte,Computer Engineering,294,149,145,0,6.5,3.1,19
University of North Carolina at Charlotte,NA,Computer Engineering,333,173,160,117,0,3.2,23
NA,University of North Carolina at Charlotte,Electrical Engineering,307,157,150,91,0,1.6,23
University of North Carolina at Charlotte,NA,Electrical Engineering,335,170,165,0,6.5,3.9,13
NA,University of North Carolina at Charlotte,Management Of Technology,295,150,145,0,5.5,2.6,21
University of North Carolina at Charlotte,NA,Management Of Technology,328,167,161,107,0,3.6,10
NA,University of North Carolina at Charlotte,Mechanical Engineering,282,143,139,0,6.5,2.1,1
University of North Carolina at Charlotte,NA,Mechanical Engineering,327,165,162,108,0,3.6,1
