Admit,Reject,Department,GRE,Quants,Verbal,TOEFL,IELTS,GPA,Work_Ex
Rochester Institute of Technology,NA,Electrical Engineering,340,170,170,111,0,3.2,5
NA,Rochester Institute of Technology,Management Of Technology,265,136,129,98,0,3.4,2
Rochester Institute of Technology,NA,Management Of Technology,322,165,157,101,0,3.2,8
NA,Rochester Institute of Technology,Mechanical Engineering,281,147,134,82,0,2.8,16
Rochester Institute of Technology,NA,Mechanical Engineering,331,170,161,107,0,3.1,1
NA,San Diego State University,Computer Science,298,152,146,0,7.5,2.9,12
San Diego State University,NA,Computer Science,326,167,159,0,8.5,3.6,9
NA,San Diego State University,Computer Engineering,277,144,133,102,0,3.3,15
San Diego State University,NA,Computer Engineering,322,167,155,0,9.5,4,5
NA,San Diego State University,Electrical Engineering,271,140,131,0,7.5,2.1,10
San Diego State University,NA,Electrical Engineering,326,166,160,0,6.5,4,7
NA,San Diego State University,Management Of Technology,319,163,156,82,0,2.1,9
San Diego State University,NA,Management Of Technology,325,167,158,120,0,3.9,17
NA,San Diego State University,Mechanical Engineering,271,142,129,0,6.5,2.9,10
San Diego State University,NA,Mechanical Engineering,330,171,159,111,0,3.5,18
NA,"California State University, Fullerton",Computer Science,271,142,129,98,0,2.2,21
"California State University, Fullerton",NA,Computer Science,332,170,162,113,0,3.5,16
NA,"California State University, Fullerton",Computer Engineering,306,157,149,0,5.5,2.8,15
"California State University, Fullerton",NA,Computer Engineering,329,169,160,0,6.5,3.6,14
NA,"California State University, Fullerton",Electrical Engineering,318,160,158,93,0,2.2,14
"California State University, Fullerton",NA,Electrical Engineering,325,169,156,101,0,3.1,22
NA,"California State University, Fullerton",Management Of Technology,283,147,136,85,0,3.3,11
"California State University, Fullerton",NA,Management Of Technology,335,170,165,0,8.5,3.9,23
NA,"California State University, Fullerton",Mechanical Engineering,299,154,145,97,0,3.2,17
"California State University, Fullerton",NA,Mechanical Engineering,334,170,164,0,7.5,3.7,6
NA,The University of Texas at Dallas,Computer Science,297,151,146,0,6.5,1.8,12
The University of Texas at Dallas,NA,Computer Science,331,170,161,0,8.5,3.1,11
NA,The University of Texas at Dallas,Computer Engineering,295,154,141,88,0,2.9,1
The University of Texas at Dallas,NA,Computer Engineering,340,170,170,113,0,4,16
NA,The University of Texas at Dallas,Electrical Engineering,309,159,150,98,0,1.8,9
The University of Texas at Dallas,NA,Electrical Engineering,327,167,160,111,0,4,20
NA,The University of Texas at Dallas,Management Of Technology,319,166,153,81,0,3.3,8
The University of Texas at Dallas,NA,Management Of Technology,334,170,164,0,8.5,3.2,7
NA,The University of Texas at Dallas,Mechanical Engineering,262,134,128,0,7.5,2.9,23
The University of Texas at Dallas,NA,Mechanical Engineering,323,167,156,0,8.5,3.1,2
NA,West Virginia University,Computer Science,298,154,144,99,0,3.5,17
West Virginia University,NA,Computer Science,332,172,160,0,9.5,3.8,13
NA,West Virginia University,Computer Engineering,281,143,138,0,7.5,2.9,7
West Virginia University,NA,Computer Engineering,335,170,165,0,8.5,3.1,13
NA,West Virginia University,Electrical Engineering,261,133,128,0,6.5,2.5,9
West Virginia University,NA,Electrical Engineering,336,170,166,109,0,3.6,21
NA,West Virginia University,Management Of Technology,319,162,157,99,0,1.8,7
West Virginia University,NA,Management Of Technology,334,170,164,111,0,4,11
NA,West Virginia University,Mechanical Engineering,285,149,136,0,5.5,2.9,23
West Virginia University,NA,Mechanical Engineering,331,171,160,0,7.5,3.7,16
NA,"University of Maryland, Baltimore County",Computer Science,278,142,136,102,0,3.5,24
"University of Maryland, Baltimore County",NA,Computer Science,322,166,156,0,8.5,3.6,11
NA,"University of Maryland, Baltimore County",Computer Engineering,289,151,138,0,6.5,3.1,11
"University of Maryland, Baltimore County",NA,Computer Engineering,340,170,170,0,8.5,4,8
NA,"University of Maryland, Baltimore County",Electrical Engineering,319,164,155,95,0,3.1,11
"University of Maryland, Baltimore County",NA,Electrical Engineering,340,170,170,0,6.5,3.9,5
NA,"University of Maryland, Baltimore County",Management Of Technology,265,135,130,99,0,3,21
"University of Maryland, Baltimore County",NA,Management Of Technology,323,168,155,113,0,3.4,3
NA,"University of Maryland, Baltimore County",Mechanical Engineering,285,148,137,87,0,3.2,13
"University of Maryland, Baltimore County",NA,Mechanical Engineering,331,172,159,0,7.5,3.2,24
NA,Indiana University - Purdue University Indianapolis,Computer Science,273,141,132,0,6.5,2.1,23
Indiana University - Purdue University Indianapolis,NA,Computer Science,333,170,163,119,0,4,3
NA,Indiana University - Purdue University Indianapolis,Computer Engineering,262,135,127,93,0,3,20
Indiana University - Purdue University Indianapolis,NA,Computer Engineering,334,170,164,0,7.5,3.1,15
NA,Indiana University - Purdue University Indianapolis,Electrical Engineering,270,137,133,84,0,3.1,10
Indiana University - Purdue University Indianapolis,NA,Electrical Engineering,337,170,167,114,0,3.5,13
NA,Indiana University - Purdue University Indianapolis,Management Of Technology,316,164,152,0,7.5,3.2,16
Indiana University - Purdue University Indianapolis,NA,Management Of Technology,322,165,157,108,0,3.3,21
NA,Indiana University - Purdue University Indianapolis,Mechanical Engineering,315,159,156,98,0,3.1,9
Indiana University - Purdue University Indianapolis,NA,Mechanical Engineering,323,166,157,0,6.5,3.2,19
NA,University of Arkansas,Computer Science,274,143,131,95,0,2.6,14
University of Arkansas,NA,Computer Science,324,166,158,110,0,3.2,10
NA,University of Arkansas,Computer Engineering,263,138,125,0,5.5,3,22
University of Arkansas,NA,Computer Engineering,336,170,166,113,0,4,19
NA,University of Arkansas,Electrical Engineering,266,134,132,0,5.5,3.1,10
University of Arkansas,NA,Electrical Engineering,339,170,169,0,9.5,4,22
NA,University of Arkansas,Management Of Technology,305,159,146,0,7.5,2.9,18
University of Arkansas,NA,Management Of Technology,324,166,158,109,0,3.8,8
NA,University of Arkansas,Mechanical Engineering,313,162,151,94,0,2.8,14
University of Arkansas,NA,Mechanical Engineering,327,165,162,0,9.5,3.6,4
NA,Stony Brook University,Computer Science,271,139,132,102,0,3.2,13
Stony Brook University,NA,Computer Science,334,172,162,108,0,3.7,13
NA,Stony Brook University,Computer Engineering,304,157,147,0,5.5,2.7,5
Stony Brook University,NA,Computer Engineering,332,170,162,0,6.5,3.1,20
NA,Stony Brook University,Electrical Engineering,261,132,129,98,0,1.7,8
Stony Brook University,NA,Electrical Engineering,330,171,159,104,0,3.4,1
NA,Stony Brook University,Management Of Technology,295,154,141,83,0,2.1,9
Stony Brook University,NA,Management Of Technology,329,168,161,104,0,3.1,21
NA,Stony Brook University,Mechanical Engineering,266,139,127,97,0,2.5,11
Stony Brook University,NA,Mechanical Engineering,340,170,170,0,8.5,3.8,17
NA,"California State University, Long Beach",Computer Science,293,149,144,0,5.5,3.1,1
"California State University, Long Beach",NA,Computer Science,334,170,164,0,6.5,3.3,5
NA,"California State University, Long Beach",Computer Engineering,303,153,150,90,0,2,6
"California State University, Long Beach",NA,Computer Engineering,325,167,158,119,0,3.4,6
NA,"California State University, Long Beach",Electrical Engineering,314,163,151,0,5.5,2.4,24
"California State University, Long Beach",NA,Electrical Engineering,335,169,166,0,6.5,3.8,6
NA,"California State University, Long Beach",Management Of Technology,281,147,134,92,0,3.3,3
"California State University, Long Beach",NA,Management Of Technology,328,170,158,120,0,3.6,18
NA,"California State University, Long Beach",Mechanical Engineering,267,137,130,0,5.5,2,14
"California State University, Long Beach",NA,Mechanical Engineering,340,170,170,0,7.5,3.9,19
NA,Northeastern University,Computer Science,316,160,156,0,7.5,1.7,14
Northeastern University,NA,Computer Science,334,170,164,0,6.5,3.4,8
NA,Northeastern University,Computer Engineering,278,144,134,84,0,2.7,4
Northeastern University,NA,Computer Engineering,321,163,158,116,0,3.8,7
NA,Northeastern University,Electrical Engineering,298,151,147,0,6.5,1.8,18
Northeastern University,NA,Electrical Engineering,327,167,160,106,0,4,8
NA,Northeastern University,Management Of Technology,310,159,151,0,7.5,2.9,17
Northeastern University,NA,Management Of Technology,329,167,162,108,0,3.2,18
NA,Northeastern University,Mechanical Engineering,284,146,138,90,0,2.7,14
Northeastern University,NA,Mechanical Engineering,328,170,158,102,0,3.3,16
NA,New Jersey Institute of Technology,Computer Science,268,139,129,90,0,3.1,20
New Jersey Institute of Technology,NA,Computer Science,338,170,168,104,0,3.3,21
NA,New Jersey Institute of Technology,Computer Engineering,320,166,154,0,6.5,2.7,17
New Jersey Institute of Technology,NA,Computer Engineering,333,170,163,0,7.5,3.3,16
NA,New Jersey Institute of Technology,Electrical Engineering,266,137,129,101,0,3,11
New Jersey Institute of Technology,NA,Electrical Engineering,332,170,162,0,8.5,3.2,12
NA,New Jersey Institute of Technology,Management Of Technology,320,166,154,0,7.5,1.8,23
New Jersey Institute of Technology,NA,Management Of Technology,332,167,165,114,0,3.3,8
NA,New Jersey Institute of Technology,Mechanical Engineering,319,162,157,81,0,2.3,9
New Jersey Institute of Technology,NA,Mechanical Engineering,331,168,163,0,6.5,3.9,1
NA,University of North Carolina at Charlotte,Computer Science,266,138,128,95,0,2.2,4
University of North Carolina at Charlotte,NA,Computer Science,324,168,156,104,0,3.9,15
NA,University of North Carolina at Charlotte,Computer Engineering,308,159,149,0,7.5,3.1,8
University of North Carolina at Charlotte,NA,Computer Engineering,337,170,167,113,0,3.5,17
NA,University of North Carolina at Charlotte,Electrical Engineering,291,148,143,0,6.5,1.9,8
University of North Carolina at Charlotte,NA,Electrical Engineering,331,168,163,0,8.5,3.7,18
NA,University of North Carolina at Charlotte,Management Of Technology,317,160,157,84,0,2.9,14
University of North Carolina at Charlotte,NA,Management Of Technology,336,170,166,0,9.5,3.6,5
NA,University of North Carolina at Charlotte,Mechanical Engineering,266,136,130,87,0,3.2,23
University of North Carolina at Charlotte,NA,Mechanical Engineering,339,170,169,117,0,3.8,13
